city,state,area,time,number,lat,lon
Somerville,Massachusetts,2411,30.36172704246534,17,42.3875968,-71.0994968
Deerfield Beach,Florida,,,0,26.3184123,-80.09976569999999
Bloomington,Illinois,,,0,40.4842027,-88.99368729999999
Brooklyn Park,Minnesota,696,11.696943217890729,8,45.0941315,-93.3563405
Medford,Oregon,4145,5.914953287722687,3,42.3265152,-122.8755949
St. George,Utah,600,3.089071916671497,1,37.0965278,-113.5684164
Melbourne,Florida,,,0,28.0836269,-80.60810889999999
Hammond,Indiana,285,13.935414921473994,6,41.5833688,-87.5000412
Bellflower,California,930.0,7.264470828489332,4,33.8816818,-118.1170117
Lawrence,Massachusetts,6159,64.7358930755261,30,42.7070354,-71.1631137
Racine,Wisconsin,534,25.50980678160875,11,42.7261309,-87.78285230000002
Gary,Indiana,285,13.799921708839216,6,41.5933696,-87.3464271
Mount Pleasant,South Carolina,,,0,32.8323225,-79.82842579999999
Pleasanton,California,240,1.634230264900621,1,37.6624312,-121.8746789
Alameda,California,240,2.3008507899531545,1,37.7652065,-122.2416355
Kennewick,Washington,2555,6.448961175996547,3,46.2112458,-119.1372338
Camden,New Jersey,2529.0,39.02713887897957,15,39.9259463,-75.1196199
Baldwin Park,California,930.0,5.43127086816376,4,34.0852868,-117.9608978
Chino Hills,California,930.0,4.635003400496088,4,33.9898188,-117.7325848
St. Joseph,Missouri,710,4.020049978581327,2,39.7674578,-94.84668099999999
Springdale,Arkansas,,,0,36.18674420000001,-94.1288141
Auburn,Washington,10946,11.818134554909669,7,47.30732279999999,-122.2284532
Baytown,Texas,,,0,29.7355047,-94.97742740000001
Upland,California,930.0,3.6824543482900727,4,34.09751,-117.6483876
Arlington Heights,Illinois,262,11.11318295478421,6,42.0883603,-87.98062650000001
Kalamazoo,Michigan,456,7.733090903131916,6,42.2917069,-85.5872286
Albany,Georgia,,,0,31.5785074,-84.15574099999999
Goodyear,Arizona,,,0,33.4353394,-112.3576567
Evanston,Illinois,335,14.833029649532998,7,42.0450722,-87.68769689999999
Pharr,Texas,,,0,26.1947962,-98.1836216
Folsom,California,26367,32.72491474864087,15,38.6779591,-121.1760583
San Ramon,California,240,1.8503290252598974,1,37.7799273,-121.9780153
Scranton,Pennsylvania,4538.0,58.606977026235036,29,41.408969,-75.66241219999999
Bethlehem,Pennsylvania,2947.0,32.4359974689629,20,40.6259316,-75.37045789999999
Plymouth,Minnesota,696,11.378969411836419,8,45.0105194,-93.4555093
Schaumburg,Illinois,225,7.930595588125037,5,42.0333607,-88.0834059
Lake Charles,Louisiana,,,0,30.2265949,-93.2173758
Wyoming,Michigan,1231,18.124506848687098,9,42.9133602,-85.7053085
Bolingbrook,Illinois,159,2.7345324804473483,3,41.69864159999999,-88.0683955
Decatur,Illinois,,,0,39.8403147,-88.9548001
Appleton,Wisconsin,917,14.868458819108486,8,44.2619309,-88.41538469999999
Perris,California,930.0,5.129148759806254,4,33.7825194,-117.2286478
Gastonia,North Carolina,142,7.43740260779682,3,35.262082,-81.18730049999999
Milpitas,California,240,1.7204503276068324,1,37.4323341,-121.8995741
Union City,California,240,1.928450710973171,1,37.5933918,-122.0438298
Manteca,California,7170,14.120191493985676,6,37.7974273,-121.2160526
Iowa City,Iowa,222,6.262432911122885,3,41.6611277,-91.5301683
Warner Robins,Georgia,,,0,32.6130007,-83.624201
Rochester Hills,Michigan,1073,7.360448601454357,6,42.65836609999999,-83.1499322
Boynton Beach,Florida,,,0,26.5317866,-80.0905465
Southfield,Michigan,1073,6.959741218248105,6,42.4733688,-83.2218731
New Britain,Connecticut,4550,68.06666377075595,31,41.6612104,-72.7795419
Loveland,Colorado,20113,26.23247896343924,11,40.3977612,-105.0749801
Rapid City,South Dakota,1040,2.086679915642419,2,44.0805434,-103.2310149
Canton,Ohio,462,14.226872500954372,7,40.79894729999999,-81.378447
Layton,Utah,28778,13.871142226947326,12,41.0602216,-111.9710529
Jonesboro,Arkansas,,,0,35.84229670000001,-90.704279
Lynwood,California,930.0,7.63863252541141,4,33.930293,-118.2114603
Wilmington,Delaware,1832.0,30.01961430044728,11,39.7390721,-75.5397878
Gulfport,Mississippi,,,0,30.3674198,-89.0928155
Missouri City,Texas,,,0,29.6185669,-95.5377215
Apple Valley,California,930.0,3.4481375506755767,4,34.5008311,-117.1858759
Passaic,New Jersey,3818.0,57.13325016869233,27,40.8567662,-74.1284764
Pawtucket,Rhode Island,2262,48.13195822783798,21,41.878711,-71.38255579999999
Waukesha,Wisconsin,888,20.67780123590009,11,43.0116784,-88.2314813
Turlock,California,9120,19.692867203800972,8,37.4946568,-120.8465941
Fort Myers,Florida,,,0,26.640628,-81.8723084
Temple,Texas,,,0,31.0982344,-97.342782
Lafayette,Indiana,,,0,40.4167022,-86.87528689999999
Lauderhill,Florida,,,0,26.1403635,-80.2133808
Redlands,California,930.0,3.3371343270095393,4,34.0555693,-117.1825381
Franklin,Tennessee,,,0,35.9250637,-86.8688899
Santa Fe,New Mexico,3491,10.46149771244174,7,35.6869752,-105.937799
Muncie,Indiana,264,5.399886092442584,2,40.1933767,-85.3863599
Rock Hill,South Carolina,77,5.057104778182117,2,34.9248667,-81.02507840000001
Missoula,Montana,7090,12.791416562168768,6,46.87871759999999,-113.996586
Rancho Cordova,California,25167,32.981568991558724,14,38.5890723,-121.302728
Flower Mound,Texas,,,0,33.0145673,-97.0969552
Palatine,Illinois,262,10.982382093560297,6,42.1103041,-88.03424000000001
Weston,Florida,,,0,26.1003654,-80.3997748
Jacksonville,North Carolina,220,4.94045996781086,2,34.7540524,-77.4302414
Bismarck,North Dakota,,,0,46.8083268,-100.7837392
Flagstaff,Arizona,777,0.0,1,35.1982836,-111.651302
Union City,New Jersey,3533,54.45820581050914,25,40.7795455,-74.02375119999999
Pasco,Washington,2555,6.361553141931607,3,46.2395793,-119.1005657
North Richland Hills,Texas,,,0,32.8342952,-97.2289029
Mount Vernon,New York,4036,63.81449098864343,28,40.9125992,-73.8370786
Dothan,Alabama,,,0,31.2232313,-85.3904888
Frederick,Maryland,386,11.532751712161843,5,39.41426879999999,-77.4105409
Waterloo,Iowa,229,8.597596494873411,3,42.492786,-92.34257749999999
Redondo Beach,California,930.0,9.106454381435835,4,33.8491816,-118.3884078
Pittsburg,California,240,1.8906809015625168,1,38.0279762,-121.8846806
St. Charles,Missouri,30,0.6738385285282312,1,38.7881062,-90.4974359
Yorba Linda,California,930.0,5.600287230089778,4,33.8886259,-117.8131125
Eau Claire,Wisconsin,4097,26.79915030967833,12,44.811349,-91.4984941
Walnut Creek,California,240,2.0739312479059,1,37.9100783,-122.0651819
Bossier City,Louisiana,,,0,32.5159852,-93.7321228
Jackson,Tennessee,,,0,35.6145169,-88.81394689999999
Kenner,Louisiana,,,0,29.9940924,-90.2417434
South San Francisco,California,240,2.5701168304219624,1,37.654656,-122.4077498
Palo Alto,California,240,2.136806208435389,1,37.4418834,-122.1430195
Maple Grove,Minnesota,696,11.873362378671873,8,45.0724642,-93.4557877
Camarillo,California,690,5.1321311480566685,2,34.2163937,-119.0376023
Gaithersburg,Maryland,248,7.018311507933021,3,39.1434406,-77.2013705
North Little Rock,Arkansas,,,0,34.769536,-92.2670941
Woodbury,Minnesota,741,12.989001462157399,9,44.9238552,-92.9593797
Davis,California,25167,42.3337902129573,14,38.5449065,-121.7405167
Kissimmee,Florida,,,0,28.2919557,-81.40757099999999
Portland,Maine,6736,56.2107996109928,24,43.66147100000001,-70.2553259
Oshkosh,Wisconsin,949,14.495927109616554,9,44.0247062,-88.5426136
New Braunfels,Texas,,,0,29.7030024,-98.1244531
St. Cloud,Minnesota,691,18.755760700137127,8,45.5579451,-94.16324039999999
Victoria,Texas,,,0,28.8052674,-97.0035982
Eagan,Minnesota,696,9.34600322115493,8,44.8041322,-93.1668858
Bayonne,New Jersey,3052.0,49.9760931076088,23,40.6687141,-74.1143091
Rockville,Maryland,248,7.334794577799997,3,39.0839973,-77.1527578
Schenectady,New York,7261,67.21585051689281,34,42.8142432,-73.9395687
Harlingen,Texas,,,0,26.1906306,-97.69610259999999
Conroe,Texas,,,0,30.3118769,-95.45605119999999
Johnson City,Tennessee,100.0,8.073084790210785,4,36.3134397,-82.3534727
Yuba City,California,25265,34.140237135271235,13,39.1404477,-121.6169108
Homestead,Florida,,,0,25.4687224,-80.4775569
Laguna Niguel,California,930.0,7.806035597609039,4,33.5225261,-117.7075526
San Clemente,California,930.0,8.335167283470724,4,33.4269728,-117.6119925
Skokie,Illinois,335,14.898377012408378,7,42.0324025,-87.7416246
Marysville,Washington,10946,13.899958806986936,7,48.0517637,-122.1770818
East Orange,New Jersey,3533.0,55.54402325517217,26,40.767323,-74.2048677
Youngstown,Ohio,462,13.546038216115889,7,41.0997803,-80.6495194
Delray Beach,Florida,,,0,26.4614625,-80.0728201
Shawnee,Kansas,30,0.9206940126867245,1,39.02284849999999,-94.7151865
Conway,Arkansas,,,0,35.0886963,-92.4421011
Pico Rivera,California,930.0,6.6924764249624396,4,33.9830688,-118.096735
Janesville,Wisconsin,1082,27.928799396527275,13,42.6827885,-89.0187222
Lodi,California,21385,28.725375137063036,11,38.1341477,-121.2722194
Montebello,California,930.0,6.675357590700179,4,34.0165053,-118.1137535
Tamarac,Florida,,,0,26.2128609,-80.2497707
Lorain,Ohio,1005,13.633393761606303,7,41.452819,-82.1823746
Madera,California,3140,11.010456178528841,5,36.9613356,-120.0607176
Cedar Park,Texas,,,0,30.505198,-97.8202888
Santa Cruz,California,240,2.374758956771094,1,36.9741171,-122.0307963
West Des Moines,Iowa,35,1.1082308798329712,1,41.5772115,-93.711332
Ames,Iowa,35,0.41484477834742245,1,42.0307812,-93.63191309999999
Eden Prairie,Minnesota,696,10.590270124683018,8,44.8546856,-93.47078599999999
Alpharetta,Georgia,8,3.1752603861319555,1,34.0753762,-84.2940899
Waltham,Massachusetts,4342,56.63630815205295,26,42.3764852,-71.2356113
Daytona Beach,Florida,,,0,29.2108147,-81.0228331
Cheyenne,Wyoming,1161,8.112795595317904,3,41.1399814,-104.8202462
South Jordan,Utah,29428,14.948716463541704,13,40.5621704,-111.929658
Haverhill,Massachusetts,6046,65.41127976986576,30,42.7762015,-71.0772796
Hamilton,Ohio,264,3.384077764978206,2,39.3995008,-84.5613355
Bowling Green,Kentucky,,,0,36.9685219,-86.4808043
Encinitas,California,930.0,11.306465618087866,4,33.0369867,-117.2919818
Greenville,South Carolina,100.0,9.413848128530967,4,34.85261759999999,-82.3940104
Mansfield,Texas,,,0,32.5631924,-97.1416768
Council Bluffs,Iowa,730,0.7463203124003936,2,41.2619444,-95.8608333
Broomfield,Colorado,20438,22.21344651461469,11,39.9205411,-105.0866504
Coon Rapids,Minnesota,741,15.560821855907557,9,45.1732394,-93.30300629999999
La Habra,California,930.0,6.025641904770614,4,33.9319578,-117.9461734
Tulare,California,450,2.343347297272484,1,36.2077288,-119.3473379
Burnsville,Minnesota,696,9.37728951004941,8,44.7677424,-93.27772259999999
Taylor,Michigan,1073,7.3990878546163,6,42.240872,-83.2696509
Wellington,Florida,,,0,26.6617635,-80.2683571
Rogers,Arkansas,,,0,36.3320196,-94.1185366
Monterey Park,California,930.0,6.582602684810804,4,34.0625106,-118.1228476
North Miami,Florida,,,0,25.8900949,-80.1867138
Utica,New York,2239,35.46674904773941,19,43.100903,-75.232664
Blaine,Minnesota,741,15.201627428866644,9,45.1607987,-93.23494889999999
Vineland,New Jersey,688,8.776397621238173,3,39.4863773,-75.02596369999999
Terre Haute,Indiana,65,2.60031242276281,1,39.4667034,-87.41390919999999
Malden,Massachusetts,2496,33.61788317594487,18,42.4250964,-71.066163
Jupiter,Florida,,,0,26.9342246,-80.0942087
Cupertino,California,240,2.0127929635596233,1,37.3229978,-122.0321823
West Allis,Wisconsin,904,25.52524847704124,12,43.0166806,-88.0070315
Bristol,Connecticut,4885,71.8820281322407,33,41.67176480000001,-72.9492703
Taylorsville,Utah,29428,14.747877240178713,13,40.66772479999999,-111.9388258
Gardena,California,930.0,8.4352836774384,4,33.8883487,-118.3089624
North Port,Florida,,,0,27.044224,-82.2359254
Rocklin,California,26367,33.045986647994326,15,38.7907339,-121.2357828
National City,California,,,0,32.6781085,-117.0991967
Meriden,Connecticut,3855,64.35123620673204,29,41.5381535,-72.80704349999999
Springfield,Oregon,5044,5.2405438349944,3,44.0462362,-123.0220289
Auburn,Alabama,,,0,32.6098566,-85.48078249999999
Grand Junction,Colorado,12513,12.476701682333335,5,39.0638705,-108.5506486
Casper,Wyoming,392,3.1787243566092696,2,42.866632,-106.313081
St. Clair Shores,Michigan,1073,9.209487538895946,6,42.4974085,-82.89636039999999
Lake Elsinore,California,930.0,6.0265810437695615,4,33.6680772,-117.3272615
Marietta,Georgia,,,0,33.95260200000001,-84.5499327
Springfield,Ohio,344,6.417107109765148,3,39.9242266,-83.8088171
Petaluma,California,,,0,38.232417,-122.6366524
Lakeville,Minnesota,696,9.852072726866565,8,44.6496868,-93.24271999999999
Pontiac,Michigan,1073,6.453297696114345,6,42.6389216,-83.29104679999999
Lakewood,Washington,7946,7.003759756635,5,47.1717649,-122.518458
Buckeye,Arizona,,,0,33.3703197,-112.5837766
Chapel Hill,North Carolina,270,5.579330984700772,3,35.9131996,-79.0558445
Huntington Park,California,930.0,7.534680519614536,4,33.9816812,-118.2250725
Lancaster,Pennsylvania,2310.0,37.93776715589124,15,40.0378755,-76.3055144
Redmond,Washington,10946,11.184839010789839,7,47.6739881,-122.121512
San Rafael,California,240,2.8958753862616704,1,37.9735346,-122.5310874
Moore,Oklahoma,,,0,35.3395079,-97.48670279999999
La Mesa,California,,,0,32.7678287,-117.0230839
Great Falls,Montana,2570,5.276450057420671,3,47.4941836,-111.2833449
Georgetown,Texas,,,0,30.6332618,-97.6779842
Royal Oak,Michigan,1073,7.406763570237856,6,42.4894801,-83.1446485
Des Plaines,Illinois,225,8.179691702876347,5,42.0333623,-87.88339909999999
San Marcos,Texas,,,0,29.8832749,-97.9413941
Port Orange,Florida,,,0,29.1383165,-80.9956105
Idaho Falls,Idaho,6740,7.821907885284446,5,43.49165139999999,-112.0339645
Orland Park,Illinois,159,3.5422505824252433,3,41.6303103,-87.85394250000002
Coconut Creek,Florida,,,0,26.2517482,-80.17893509999999
Dubuque,Iowa,774,13.312383540441061,7,42.5005583,-90.66457179999999
Novi,Michigan,1073,5.9184398371409355,6,42.48059,-83.4754913
Rowlett,Texas,,,0,32.9029017,-96.56388
Owensboro,Kentucky,65,2.0736244134157364,1,37.7719074,-87.1111676
Bartlett,Tennessee,,,0,35.2045328,-89.8739753
Arcadia,California,930.0,5.769710503378611,4,34.1397292,-118.0353449
White Plains,New York,4006,61.84217326701019,28,41.03398620000001,-73.7629097
Bowie,Maryland,223,5.167732371031066,2,39.0067768,-76.77913649999999
Ocala,Florida,,,0,29.1871986,-82.14009229999999
Noblesville,Indiana,120,2.9055526524251585,1,40.0455917,-86.0085955
Sanford,Florida,,,0,28.8028612,-81.269453
Medford,Massachusetts,2496,32.99754738482915,18,42.4184296,-71.1061639
Woodland,California,24305,38.8067536370279,13,38.67851570000001,-121.7732971
Tinley Park,Illinois,159,4.01571815755962,3,41.5731442,-87.7932939
Kokomo,Indiana,60,3.2005240041419873,1,40.486427,-86.13360329999999
New Brunswick,New Jersey,2814.0,41.43363212797342,20,40.4862157,-74.4518188
Santee,California,240.0,6.251802343907564,2,32.8383828,-116.9739167
Midwest City,Oklahoma,,,0,35.4495065,-97.3967019
Oak Lawn,Illinois,175,6.495000003394529,4,41.719978,-87.7479528
Brentwood,California,2782,7.65537387194962,3,37.931868,-121.6957863
Eastvale,California,930.0,4.354288080384857,4,33.952463,-117.5848025
Fountain Valley,California,930.0,7.372843036337764,4,33.7091847,-117.9536697
Diamond Bar,California,930.0,4.788905545772617,4,34.0286226,-117.8103367
Berwyn,Illinois,175,5.784971543859133,4,41.85058739999999,-87.7936685
Valdosta,Georgia,,,0,30.8327022,-83.2784851
Taunton,Massachusetts,1750,35.93150169746941,16,41.900101,-71.0897674
Dearborn Heights,Michigan,1073,7.020797049954045,6,42.3369816,-83.27326269999999
Rocky Mount,North Carolina,220,3.6485912812308663,2,35.9382103,-77.7905339
Lehi,Utah,29428,15.805968707946946,13,40.3916172,-111.8507662
Manhattan,Kansas,30,2.916462614456127,1,39.18360819999999,-96.57166939999999
St. Peters,Missouri,30,0.6332363020301635,1,38.7874699,-90.6298922
Margate,Florida,,,0,26.2445263,-80.206436
Grand Forks,North Dakota,,,0,47.9252568,-97.0328547
Chicopee,Massachusetts,6365,76.13587732721011,37,42.1487043,-72.6078672
Castle Rock,Colorado,18223,22.75620756708958,10,39.3722121,-104.8560902
Kettering,Ohio,264,3.4188366657495965,2,39.68950359999999,-84.1688274
Weymouth Town,Massachusetts,1850,26.169536316135492,14,42.2180724,-70.94103559999999
Decatur,Alabama,,,0,34.6059253,-86.9833417
Hempstead,New York,2577,40.452064217078984,18,40.7062128,-73.6187397
Porterville,California,450,2.65482226309602,1,36.06523,-119.0167679
Anderson,Indiana,120,2.665469754527541,1,40.1053196,-85.6802541
Paramount,California,930.0,7.487843048081947,4,33.8894598,-118.1597911
Shoreline,Washington,10946,12.685167944427876,7,47.7556531,-122.3415178
Hendersonville,Tennessee,,,0,36.3047735,-86.6199957
Hanford,California,538,5.374311121598863,2,36.3274502,-119.6456844
Novato,California,240,3.053855136891229,1,38.1074198,-122.5697032
Smyrna,Georgia,,,0,33.8839926,-84.51437609999999
Corvallis,Oregon,3736,9.778069079302657,4,44.5645659,-123.2620435
Mount Prospect,Illinois,225,8.002600700381006,5,42.0664167,-87.9372908
Rosemead,California,930.0,6.189113438858431,4,34.0805651,-118.072846
West Haven,Connecticut,2990,53.73807480304215,24,41.2705484,-72.9469711
Dublin,California,240,1.7494885171508825,1,37.7021521,-121.9357918
Highland,California,930.0,3.005550787554607,4,34.1283442,-117.2086513
Pflugerville,Texas,,,0,30.4393696,-97.62000429999999
Normal,Illinois,9,3.2448575478556143,1,40.5142026,-88.9906312
Port Arthur,Texas,,,0,29.8849504,-93.93994699999999
Carson City,Nevada,26215,17.33964284304717,15,39.1637984,-119.7674034
Greenwood,Indiana,185,4.884062960769351,2,39.6136578,-86.10665259999999
Pocatello,Idaho,7704,16.308341210478996,7,42.8713032,-112.4455344
Sarasota,Florida,,,0,27.3364347,-82.53065269999999
Revere,Massachusetts,2411,31.604841577709223,17,42.4084302,-71.0119948
Doral,Florida,,,0,25.8195424,-80.3553302
Colton,California,930.0,3.2590118929417002,4,34.0739016,-117.3136547
Elyria,Ohio,1005,13.418839171014623,7,41.3683798,-82.10764859999999
Bellevue,Nebraska,730,0.8517518668196474,2,41.1543623,-95.9145568
Ankeny,Iowa,35,0.8636327404988929,1,41.7317884,-93.6001278
Wheaton,Illinois,159,1.9116758792662776,3,41.8661403,-88.1070127
Euless,Texas,,,0,32.8370727,-97.08195409999999
Blue Springs,Missouri,30,1.381036638326253,1,39.0169509,-94.2816148
Cathedral City,California,930.0,7.555604907432173,4,33.7805388,-116.4668036
Hoboken,New Jersey,3293,52.10213298519786,24,40.7439905,-74.0323626
Watsonville,California,240,2.1077008422341965,1,36.910231,-121.7568946
Lake Havasu City,Arizona,,,0,34.483901,-114.3224548
Yucaipa,California,930.0,3.5783039921936384,4,34.033625,-117.0430865
Pensacola,Florida,,,0,30.42130899999999,-87.2169149
Kingsport,Tennessee,92.0,6.170138514070312,3,36.548434,-82.5618186
Richland,Washington,2555,6.677711474922295,3,46.2856907,-119.2844621
Bradenton,Florida,,,0,27.4989278,-82.5748194
Delano,California,,,0,35.7688425,-119.2470536
West New York,New Jersey,3533,54.364186283143866,25,40.7878788,-74.0143064
Gilroy,California,240,1.7278894204914035,1,37.0057816,-121.5682751
Harrisonburg,Virginia,973,15.172728464290858,9,38.4495688,-78.8689155
La Crosse,Wisconsin,812,18.424249879921625,8,43.8013556,-91.23958069999999
Placentia,California,930.0,5.966747688232305,4,33.8722371,-117.8703363
Peabody,Massachusetts,2386,34.70349572603341,18,42.5278731,-70.9286609
Hoffman Estates,Illinois,246,7.856939474558881,5,42.0629915,-88.12271989999999
Perth Amboy,New Jersey,2814.0,43.19224959215196,20,40.5067723,-74.2654234
Florissant,Missouri,30,0.8286928987034362,1,38.789217,-90.322614
Oak Park,Illinois,175,5.6906175824903045,4,41.8850317,-87.7845025
Albany,Oregon,9569,15.375280337029233,6,44.6365107,-123.1059282
DeSoto,Texas,,,0,32.5896998,-96.8570738
Palm Beach Gardens,Florida,,,0,26.8233946,-80.13865469999999
Milford,Connecticut,2833,47.09722735603385,22,41.2306979,-73.064036
West Sacramento,California,25167,37.632852306926964,14,38.5804609,-121.530234
Battle Creek,Michigan,1399,24.053571084850304,11,42.3211522,-85.17971419999999
Southaven,Mississippi,,,0,34.9918587,-90.0022958
Burlington,North Carolina,270,7.254172821804502,3,36.0956918,-79.43779909999999
Commerce City,Colorado,17423,17.55322244479101,9,39.8083196,-104.9338675
Huntersville,North Carolina,142,7.515329100911881,3,35.410694,-80.84285040000002
Minnetonka,Minnesota,696,10.865185503800095,8,44.9211836,-93.4687489
Casa Grande,Arizona,,,0,32.8795022,-111.7573521
Glendora,California,930.0,4.636439972862883,4,34.1361187,-117.865339
Elkhart,Indiana,326,8.952854130445996,5,41.6819935,-85.9766671
Enid,Oklahoma,,,0,36.3955891,-97.8783911
Joplin,Missouri,,,0,37.08422710000001,-94.51328099999999
Grand Island,Nebraska,,,0,40.9263957,-98.3420118
Sammamish,Washington,10946,10.544181845145284,7,47.61626829999999,-122.0355736
Coral Gables,Florida,,,0,25.72149,-80.2683838
Palm Desert,California,930.0,8.395571531911095,4,33.7222445,-116.3744556
Brookhaven,Georgia,,,0,33.8651033,-84.3365917
Lenexa,Kansas,30,1.057192928178879,1,38.9536174,-94.73357089999999
Plainfield,New Jersey,2921.0,40.88008200527338,21,40.6337136,-74.4073736
Pinellas Park,Florida,,,0,27.8428025,-82.6995443
Lakewood,Ohio,1045,15.647821882175673,8,41.4819932,-81.7981908
Grapevine,Texas,,,0,32.9342919,-97.0780654
Tigard,Oregon,5886,11.44260608364183,5,45.4312294,-122.7714861
Kentwood,Michigan,1361,21.202540345910744,10,42.8694731,-85.64474919999999
Apple Valley,Minnesota,696,9.413683932326185,8,44.7319094,-93.21772000000001
Charleston,West Virginia,296,6.093749968258818,2,38.3498195,-81.6326234
Aliso Viejo,California,930.0,7.5114825419554165,4,33.5676842,-117.7256083
Caldwell,Idaho,6242,9.74166159369289,4,43.66293839999999,-116.6873596
Burien,Washington,10946,12.082906166603765,7,47.4703767,-122.3467918
Cerritos,California,930.0,7.074935983081285,4,33.8583483,-118.0647871
Troy,New York,7962,82.7734172939061,40,42.7284117,-73.69178509999999
Parker,Colorado,17423,20.310932771607945,9,39.5186002,-104.7613633
Poway,California,640.0,8.769457479654957,3,32.9628232,-117.0358646
Saginaw,Michigan,1423,21.292860156850637,10,43.4194699,-83.9508068
Downers Grove,Illinois,159,2.2013111284054636,3,41.8089191,-88.01117459999999
Galveston,Texas,,,0,29.3013479,-94.7976958
Monroe,Louisiana,,,0,32.5093109,-92.1193012
Edina,Minnesota,696,10.054618859992441,8,44.8896866,-93.3499489
Leesburg,Virginia,590,15.37951568976071,6,39.1156615,-77.56360149999999
La Mirada,California,930.0,6.4732757426106105,4,33.9172357,-118.0120086
Wilson,North Carolina,220,2.7041547533360917,2,35.7212689,-77.9155395
Rancho Santa Margarita,California,930.0,6.628788924274349,4,33.640855,-117.603104
Bonita Springs,Florida,,,0,26.339806,-81.7786972
Cypress,California,930.0,7.143821896996096,4,33.8169599,-118.0372852
Niagara Falls,New York,2160,19.662646598103326,9,43.0962143,-79.0377388
Olympia,Washington,7946,8.811705020818444,5,47.0378741,-122.9006951
Cuyahoga Falls,Ohio,362,8.46292698824776,6,41.1339449,-81.48455849999999
Methuen,Massachusetts,6469,70.01917646717257,32,42.7262016,-71.1908924
Harrisburg,Pennsylvania,1776.0,30.383433224916296,13,40.2731911,-76.8867008
Covina,California,930.0,4.965278288126433,4,34.0900091,-117.8903397
Logan,Utah,30378,30.168200891820614,14,41.7369803,-111.8338359
Bedford,Texas,,,0,32.844017,-97.1430671
Murray,Utah,29428,14.089012254796895,13,40.6668916,-111.8879909
Huntington,West Virginia,,,0,38.4192496,-82.44515400000002
Azusa,California,930.0,4.919489591362035,4,34.1336186,-117.9075627
Middletown,Ohio,264,3.394163083163069,2,39.5150576,-84.39827629999999
Sheboygan,Wisconsin,832,15.89732820096512,8,43.7508284,-87.71453
Collierville,Tennessee,,,0,35.042036,-89.6645266
East Lansing,Michigan,1439,25.520088718754696,12,42.7369792,-84.48386540000001
Roswell,New Mexico,1310,4.989699997014563,2,33.3942655,-104.5230242
Stillwater,Oklahoma,,,0,36.1156071,-97.0583681
Alexandria,Louisiana,,,0,31.3112936,-92.4451371
Mishawaka,Indiana,235,9.45946371052323,5,41.6619927,-86.15861559999999
Cedar Hill,Texas,,,0,32.5884689,-96.9561152
Dunwoody,Georgia,,,0,33.9462125,-84.3346473
Minot,North Dakota,,,0,48.2329668,-101.2922906
Coeur d'Alene,Idaho,8365,6.573815143701457,5,47.6776832,-116.7804664
Euclid,Ohio,362,8.826282833412385,6,41.5931049,-81.5267873
Salina,Kansas,,,0,38.8402805,-97.61142369999999
Newark,Ohio,349,9.957172472587706,4,40.0581205,-82.4012642
Portage,Michigan,456,8.192921694588163,6,42.2011538,-85.5800022
Chesterfield,Missouri,30,0.367600872766812,1,38.6631083,-90.5770675
Roseville,Michigan,1073,8.889670442975468,6,42.4972583,-82.9371409
Lawrence,Indiana,185,5.563816877458713,2,39.8386516,-86.0252612
St. Louis Park,Minnesota,696,10.621967097919335,8,44.9597376,-93.3702186
Maricopa,Arizona,,,0,33.0581063,-112.0476423
Ceres,California,7620,16.334226461544475,7,37.5949316,-120.9577098
East Providence,Rhode Island,2262,49.834304383624776,21,41.8137116,-71.3700545
Wauwatosa,Wisconsin,904,25.398915291785865,12,43.0494572,-88.0075875
Apopka,Florida,,,0,28.6934076,-81.5322149
Middletown,Connecticut,3647,59.43379083459731,27,41.5623209,-72.6506488
Hattiesburg,Mississippi,,,0,31.3271189,-89.29033919999999
Summerville,South Carolina,,,0,33.0185039,-80.17564809999999
Mentor,Ohio,362,8.908200170072606,6,41.6661573,-81.339552
Palm Springs,California,930.0,6.844943036052706,4,33.8302961,-116.5452921
Mansfield,Ohio,421,8.75791469039314,5,40.75839,-82.5154471
Glenview,Illinois,275,11.504740665382261,6,42.0697509,-87.7878408
San Luis Obispo,California,,,0,35.2827524,-120.6596156
Texas City,Texas,,,0,29.383845,-94.9027002
Twin Falls,Idaho,3976,5.834591021164524,4,42.5629668,-114.4608711
San Jacinto,California,930.0,5.473126821110136,4,33.7839084,-116.958635
Madison,Alabama,,,0,34.6992579,-86.74833180000002
Jeffersonville,Indiana,185,3.7898959655181237,2,38.2775702,-85.7371847
Binghamton,New York,4685.0,74.26698588051515,30,42.09868669999999,-75.91797380000001
Draper,Utah,29428,14.346783320558531,13,40.5246711,-111.8638226
Columbus,Indiana,185,3.58119829054768,2,39.2014404,-85.9213796
Beavercreek,Ohio,264,3.465416159349256,2,39.7092262,-84.06326849999999
Wylie,Texas,,,0,33.0151201,-96.5388789
Lincoln,California,26367,33.772535612711685,15,38.891565,-121.2930079
Elmhurst,Illinois,225,8.566576718990746,5,41.8994744,-87.9403418
Charlottesville,Virginia,711,14.915859873338594,7,38.0293059,-78.47667810000002
Altoona,Pennsylvania,918,19.97310469683106,9,40.5186809,-78.3947359
Lacey,Washington,7946,8.522397399646492,5,47.03426289999999,-122.8231915
Pine Bluff,Arkansas,,,0,34.2284312,-92.00319549999999
Smyrna,Tennessee,,,0,35.9828412,-86.5186045
